regime,metric,spend,ref,n_seed,amgtp_mean,ref_mean,mean_delta,rel_pct,n_amgtp_wins,wilcoxon_p
s6_mixed,conversions,25pct,ensemble3,8,17726.393289895175,17766.980876138998,-40.587586243820624,-0.22844391248447637,3,0.4609375
s6_mixed,conversions,25pct,m5b_smooth0.1,8,17726.393289895175,17658.628816978297,67.76447291687964,0.3837470826258374,6,0.25
s6_mixed,conversions,50pct,han_arw,8,28565.546921042762,28664.897142151953,-99.35022110918726,-0.3465919330409597,1,0.0546875
s6_mixed,conversions,50pct,expanding,8,28565.546921042762,27703.730272649664,861.8166483930995,3.110832512125353,8,0.0078125
s6_mixed,conversions,50pct,ensemble3,8,28565.546921042762,28557.788668811703,7.758252231058577,0.027166852171335857,5,0.84375
s6_mixed,conversions,50pct,m5b_smooth0.1,8,28565.546921042762,28507.252886156628,58.29403488613434,0.20448843358892163,5,0.3125
s6_mixed,conversions,75pct,han_arw,8,36444.559805662386,36473.228604737,-28.66879907461407,-0.07860230687362478,2,0.4609375
s6_mixed,conversions,75pct,expanding,8,36444.559805662386,36089.51718217688,355.0426234855063,0.9837832456812338,7,0.015625
s6_mixed,conversions,75pct,ensemble3,8,36444.559805662386,36408.321606751255,36.2381989111318,0.09953273678073667,4,0.640625
s6_mixed,conversions,75pct,m5b_smooth0.1,8,36444.559805662386,36410.44763442585,34.112171236541144,0.09368786557924187,5,0.4609375
criteo,clicks,10pct,han_arw,5,687339.2016790931,687103.1375838785,236.06409521449822,0.03435642806763935,5,0.0625
criteo,clicks,10pct,expanding,5,687339.2016790931,687007.0433754238,332.1583036692813,0.04834860237200933,5,0.0625
criteo,clicks,10pct,ensemble3,5,687339.2016790931,687328.6000001534,10.601678939512931,0.0015424469372452368,4,0.1875
criteo,clicks,10pct,m5b_smooth0.1,5,687339.2016790931,687278.6561673873,60.545511705684476,0.0088094561299658,5,0.0625
criteo,clicks,25pct,han_arw,5,1028671.7831449002,1028527.7686680338,144.01447686643806,0.01400200181789355,4,0.125
criteo,clicks,25pct,expanding,5,1028671.7831449002,1028513.9671924583,157.81595244188793,0.015344074798777816,5,0.0625
criteo,clicks,25pct,ensemble3,5,1028671.7831449002,1028659.0022680328,12.78087686758954,0.0012424794649548295,4,0.3125
criteo,clicks,25pct,m5b_smooth0.1,5,1028671.7831449002,1028633.0934681852,38.689676715317184,0.0037612708516765046,3,0.625
criteo,clicks,50pct,han_arw,5,1295316.876069739,1295288.574810453,28.301259286003187,0.0021849385408301523,4,0.4375
criteo,clicks,50pct,expanding,5,1295316.876069739,1295206.618374259,110.2576954798773,0.008512749542484006,5,0.0625
criteo,clicks,50pct,ensemble3,5,1295316.876069739,1295307.6381999888,9.237869750289246,0.0007131795936235317,3,0.625
criteo,clicks,50pct,m5b_smooth0.1,5,1295316.876069739,1295296.7942730612,20.081796677969397,0.0015503625707063982,3,0.625
criteo,clicks,75pct,han_arw,5,1421040.8944452426,1421046.920103637,-6.025658394582569,-0.0004240295172057456,2,0.8125
criteo,clicks,75pct,expanding,5,1421040.8944452426,1420935.4409061451,105.45353909754195,0.007421416628914058,5,0.0625
criteo,clicks,75pct,ensemble3,5,1421040.8944452426,1421037.1906972206,3.703748021647334,0.00026063695207231835,4,0.125
criteo,clicks,75pct,m5b_smooth0.1,5,1421040.8944452426,1421035.9901401887,4.90430505387485,0.00034512180464838394,3,0.4375
criteo,conversions,10pct,han_arw,5,55045.49263428097,55055.20859489571,-9.715960614751385,-0.017647668336419984,1,0.625
criteo,conversions,10pct,expanding,5,55045.49263428097,54705.836463871376,339.656170409586,0.6208773914532876,5,0.0625
criteo,conversions,10pct,ensemble3,5,55045.49263428097,55030.34778348801,15.144850792943908,0.027520906923085366,3,0.4375
criteo,conversions,10pct,m5b_smooth0.1,5,55045.49263428097,55064.425730981704,-18.93309670073213,-0.03438353610229249,3,0.8125
criteo,conversions,25pct,han_arw,5,100688.16844701795,100715.96339765545,-27.794950637503643,-0.02759736361530021,2,0.8125
criteo,conversions,25pct,expanding,5,100688.16844701795,100358.62669091723,329.5417561007169,0.32836415459892043,5,0.0625
criteo,conversions,25pct,ensemble3,5,100688.16844701795,100677.04852592453,11.119921093419544,0.011045140134949567,3,0.4375
criteo,conversions,25pct,m5b_smooth0.1,5,100688.16844701795,100727.64175709306,-39.473310075118206,-0.039188160654360364,3,1.0
criteo,conversions,50pct,han_arw,5,149053.7474261537,149059.87649115096,-6.1290649972390385,-0.00411181408539735,2,1.0
criteo,conversions,50pct,expanding,5,149053.7474261537,148829.2471402428,224.50028591091396,0.150844199123957,5,0.0625
criteo,conversions,50pct,ensemble3,5,149053.7474261537,149049.25837518377,4.489050969929667,0.003011790208730807,3,1.0
criteo,conversions,50pct,m5b_smooth0.1,5,149053.7474261537,149074.66860669974,-20.92118054605089,-0.014034027874478633,3,1.0
criteo,conversions,75pct,han_arw,5,178694.60602154437,178692.24026038699,2.365761157416273,0.0013239305489532898,2,0.8125
criteo,conversions,75pct,expanding,5,178694.60602154437,178580.81848858568,113.78753295870847,0.06371766795658483,5,0.0625
criteo,conversions,75pct,ensemble3,5,178694.60602154437,178690.83611714692,3.769904397451319,0.0021097357197320562,3,0.625
criteo,conversions,75pct,m5b_smooth0.1,5,178694.60602154437,178704.4154495143,-9.809427969920216,-0.005489191716525591,2,0.625
